Census Tract,Birth Rate per 1000,Marriage Rate per 1000
01009050105,45.80152671755725,526.3157894736842
01009050106,51.724137931034484,451.7657192075797
01009050107,75.11737089201878,716.5200391006842
01009050200,38.10504634397528,681.0926949048496
01009050301,90.60955518945634,574.0432612312812
01009050302,14.792899408284024,560.9532538955086
01009050400,67.56756756756756,527.0614905072258
01009050501,33.582089552238806,452.28215767634856
01009050502,46.012269938650306,587.0580386924617
01009050601,50.830889540566965,610.671256454389
01009050603,33.872209391839874,516.5031222123105
01009050604,12.762762762762764,606.255355612682
01009050701,118.79259980525804,576.1432269197584
01009050702,49.479166666666664,484.7294938917975
01011952100,86.07594936708861,321.79930795847747
01011952201,43.38394793926247,377.96867104598283
01011952202,16.560509554140125,309.0181594336719
01011952500,62.5,534.4827586206897
01013952700,39.1644908616188,467.97461050201963
01013952800,51.06382978723404,625.6306760847629
01013952900,28.077753779697623,431.20322394933794
01013953000,0.0,484.4221105527638
01013953100,40.968342644320295,341.5991902834008
01013953200,45.08196721311476,405.90288797207234
01013953300,15.873015873015872,545.1459606245757
01013953400,4.807692307692308,497.5347377857463
01013953500,48.582995951417004,446.9507101086048
01015000200,67.79661016949153,250.11600928074245
01015000300,46.54895666131621,246.97209057398632
01015000400,42.28855721393035,340.6642728904847
01015000500,0.0,281.5315315315315
01015000600,115.78947368421052,241.875
01015000700,16.49175412293853,280.83080917351793
01015000800,64.41717791411043,227.7580071174377
01015000900,45.45454545454545,610.3079824010057
01015001000,129.45454545454547,519.7382309478573
01015001101,0.0,561.2974161627268
01015001102,0.0,316.9164882226981
01015001103,138.2488479262673,466.2120272783633
01015001201,24.906600249066003,411.02181400688863
01015001202,0.0,509.1768631813126
01015001300,127.73722627737227,386.11589213998855
01015001400,70.98765432098764,405.4054054054054
01015001501,50.39525691699605,430.9532439289598
01015001502,24.725274725274723,582.8220858895705
01015001600,140.99216710182768,432.7092900035323
01015001700,0.0,488.8291270169632
01015001801,102.76679841897233,428.6447638603696
01015001802,0.0,601.5905592611596
01015002001,109.77701543739279,598.1169474727452
01015002002,31.654676258992804,647.8142076502731
01015002101,6.477329347284504,73.23733862959286
01015002102,46.436285097192226,370.4792708027051
01015002104,31.835205992509366,437.72563176895306
01015002105,24.444444444444446,392.1646220815196
01015002200,77.7903043968433,379.5981452859351
01015002300,153.5433070866142,496.097726501527
01015002400,86.63366336633663,594.4095835710211
01015002502,35.36585365853658,585.1375073142189
01015002503,44.642857142857146,579.1899901218306
01015002504,63.54515050167224,555.0989914082929
01015002600,123.5813366960908,557.343020238713
01015981901,0,0
01015981902,0,0
01015981903,0,0
01017953800,0.0,530.7086614173229
01017953900,39.13630229419703,345.48335974643425
01017954001,46.91358024691358,692.6713947990544
01017954002,60.294117647058826,429.30008500991784
01017954200,108.59188544152745,555.4152194505841
01017954300,41.23711340206186,454.855195911414
01017954600,277.4049217002237,438.23845327604727
01017954700,112.06896551724138,397.07835325365204
01017954800,144.95592556317337,364.5536869340233
01019955701,162.60162601626016,654.482493266641
01019955702,125.87412587412588,642.8780345130155
01019955801,73.45971563981043,556.7940552016986
01019955802,16.736401673640167,576.3589301121657
01019955900,44.87917146144994,597.6002341235002
01019956000,14.742014742014742,417.40196078431376
01019956101,17.094017094017097,365.02871729419275
01019956102,130.43478260869566,624.6089676746611
01021060101,10.333863275039745,418.25503355704694
01021060103,0.0,584.8249027237355
01021060104,0.0,444.2277691107644
01021060200,32.660902977905856,594.9133800221157
01021060300,9.584664536741213,645.2054794520548
01021060401,24.23698384201077,586.0037700282752
01021060403,60.130718954248366,510.4347826086957
01021060404,23.397761953204476,505.8115400581153
01021060500,64.47368421052632,537.0501058574453
01021060600,28.30188679245283,690.9514304723886
01021060701,0.0,655.7128412537917
01021060702,0.0,448.3695652173913
01023956700,0.0,420.2350965575147
01023956800,107.6923076923077,438.26830571886694
01023956900,53.042121684867396,571.5917745620716
01023957000,96.55172413793103,571.6577540106952
01025957500,0.0,496.31811487481593
01025957601,19.138755980861244,575.886524822695
01025957603,0.0,427.77777777777777
01025957604,115.53784860557768,296.3356346255975
01025957700,0.0,453.8116591928251
01025957800,18.590998043052835,471.1033274956217
01025957901,79.72027972027972,444.88905056384135
01025957902,27.777777777777775,495.72357167293876
01025958003,0.0,371.08433734939763
01027958900,55.44933078393881,644.4153577661431
01027959000,30.844155844155843,465.75891069283136
01027959100,0.0,583.5564053537285
01027959200,52.23880597014925,545.6255879586078
01029959500,76.8,541.5730337078652
01029959600,20.671834625322997,569.7392359005457
01029959700,18.29268292682927,499.2942836979534
01029959800,18.730489073881373,578.9204400102328
01031010100,70.42253521126761,540.6670567583383
01031010200,50.53191489361702,506.87622789783893
01031010300,40.0,559.8619591186621
01031010400,62.295081967213115,559.6264367816092
01031010500,79.6812749003984,455.33006764637275
01031010600,29.7029702970297,516.9491525423729
01031010700,23.376623376623378,537.8548895899054
01031010800,18.94451962110961,643.2564640111809
01031010900,43.04160688665711,503.5936751317681
01031011000,94.04388714733543,427.40926157697123
01031011100,161.1721611721612,426.1725535610886
01031011203,40.92664092664092,639.1776391776391
01031011204,81.94622279129321,728.4075573549258
01031011205,92.47311827956989,511.0619469026548
01031011206,25.849335302806498,459.6816976127321
01031011300,76.14213197969544,383.467278989667
01033020100,11.267605633802818,402.3489932885906
01033020200,77.73109243697479,363.3934535738143
01033020300,14.17004048582996,253.15126050420167
01033020400,71.6612377850163,675.3812636165577
01033020500,20.105820105820108,513.7002620919706
01033020600,30.88235294117647,367.0977011494253
01033020703,62.83422459893048,460.11004126547454
01033020704,41.74950298210735,516.1202926036304
01033020705,264.4628099173554,640.7447973713034
01033020706,89.3939393939394,621.481648277415
01033020801,47.10632570659489,713.9442231075698
01033020802,21.551724137931036,492.2440537745605
01033020901,12.998266897746968,623.1638418079096
01033020902,33.687943262411345,516.8236877523553
01033021000,28.761061946902654,556.415215989684
01035960200,0.0,366.0179640718563
01035960300,97.34513274336283,505.5158987670344
01035960400,0.0,481.140350877193
01035960500,69.8529411764706,316.4852255054432
01035960600,77.86429365962181,376.570351758794
01037961000,73.86363636363637,390.8216136195411
01037961100,70.61790668348046,639.5955642530985
01037961200,0.0,498.2956306166718
01039961600,90.83263246425567,602.7122049221497
01039961700,17.647058823529413,532.1637426900585
01039961800,51.324503311258276,331.5047021943573
01039961900,29.644268774703555,497.1006852925672
01039962000,120.0,399.60172585462993
01039962100,38.7409200968523,312.275664034458
01039962300,28.52852852852853,633.3853354134166
01039962400,95.17923362175524,476.7636242059512
01039962500,0.0,476.15606936416185
01039962600,75.34246575342465,538.860103626943
01039962700,0.0,413.946587537092
01039962800,26.548672566371682,592.375366568915
01039962900,4.784688995215311,594.455190199871
01039963000,98.84678747940693,409.0909090909091
01041963400,0.0,456.94200351493845
01041963500,56.433408577878104,455.63549160671465
01041963600,21.153846153846153,529.6279283417548
01041963700,55.858310626702995,496.93914296002885
01041963800,0.0,563.3672525439408
01041963900,154.9295774647887,379.04468412942987
01043964100,41.19547657512116,562.74843838728
01043964201,11.850501367365542,538.9901404242605
01043964202,163.63636363636363,600.143061516452
01043964300,24.866785079928952,579.8843930635838
01043964400,65.24633821571238,571.8769617074702
01043964500,86.24031007751938,607.1334214002642
01043964600,12.008733624454148,566.4596273291925
01043964700,52.7456647398844,584.9355349468445
01043964800,55.172413793103445,460.2212855637513
01043964901,0.0,459.67484858144724
01043964902,2.2675736961451247,553.3678756476685
01043965001,26.004728132387708,490.15748031496065
01043965002,83.12958435207824,427.87019361876196
01043965100,19.791666666666664,579.8769066095799
01043965200,87.5,589.89898989899
01043965300,19.004524886877828,560.212201591512
01043965401,17.118402282453637,420.3571428571429
01043965402,64.35643564356435,534.8539210661199
01043965501,88.83248730964468,599.066044029353
01043965502,44.854881266490764,630.2230600062834
01043965600,80.45977011494253,753.0345471521942
01043965700,59.01116427432217,659.2659719075668
01045020000,99.72105997210599,706.7007382169222
01045020100,96.15384615384616,532.0284697508897
01045020200,79.56989247311829,579.5739348370928
01045020300,8.196721311475411,610.7445805843545
01045020400,69.4006309148265,577.8210116731517
01045020500,51.28205128205128,346.15384615384613
01045020700,0.0,287.78821520068317
01045020801,93.67945823927765,523.7556561085973
01045020802,27.096774193548388,482.5247782994262
01045021101,63.20346320346321,522.476050110538
01045021102,13.993541442411194,323.39181286549706
01045021200,21.812080536912752,464.1214351425943
01045021300,38.353601496725915,511.47202887342104
01045021400,65.12042818911685,438.09297912713475
01047956101,102.4,411.698956780924
01047956102,0.0,600.0870322019148
01047956201,14.527845036319613,426.6080263881253
01047956202,109.12052117263845,449.14004914004914
01047956300,57.05996131528046,327.0846800258565
01047956400,20.18633540372671,130.2785265049416
01047956500,83.76963350785341,165.01352569882778
01047956600,0.0,430.79488604780437
01047956701,5.772005772005772,409.91735537190084
01047956702,0.0,401.76879343019584
01047956800,37.4331550802139,314.4977168949772
01047956900,192.41982507288628,387.4755381604696
01047957000,250.0,317.61786600496276
01047957100,64.93506493506493,400.64620355411955
01047957200,42.3572744014733,245.3371592539455
01047957301,0.0,264.4257703081233
01047957302,0.0,604.0044493882091
01049960101,187.65432098765433,614.9659863945578
01049960102,8.210180623973727,573.7012987012987
01049960200,152.4926686217009,626.4619883040937
01049960301,27.47252747252747,580.0316957210777
01049960302,35.37735849056604,485.8757062146893
01049960303,112.71415689810641,594.7196516058791
01049960401,0.0,564.0211640211639
01049960402,83.93501805054152,650.4010695187166
01049960500,55.39568345323741,494.47462071548983
01049960601,67.90123456790123,636.5441906653426
01049960602,20.70750647109577,509.9552015928322
01049960701,46.554934823091244,388.9502762430939
01049960702,0.0,556.5286624203821
01049960703,5.2521008403361344,571.0695336498185
01049960800,27.264731750219877,534.0684195646028
01049960900,23.224043715846996,478.0049566294919
01049961000,56.771545827633375,569.2228512609367
01049961100,100.21786492374727,463.32335329341316
01049961200,65.78947368421052,551.4316012725344
01049961300,94.69302809573361,655.6036556036556
01049961400,119.82881597717545,614.7540983606558
01051030101,80.44692737430168,683.2358674463937
01051030102,8.389261744966444,509.2533503509892
01051030103,11.520737327188941,274.46651949963206
01051030200,0.0,608.4520196124213
01051030300,0.0,648.132427843803
01051030401,41.13924050632911,564.4329896907217
01051030402,29.615004935834158,409.5238095238095
01051030500,129.87012987012986,591.8224299065421
01051030600,101.83189655172414,425.6987048398091
01051030701,30.903328050713153,610.8732876712328
01051030702,69.59152798789712,644.1387559808612
01051030801,78.74015748031496,606.1039580352885
01051030802,50.67567567567568,505.70811477938906
01051030901,75.36076964190272,611.5238267802138
01051030902,2.297090352220521,521.551724137931
01051031001,94.15337889141989,414.54337245920414
01051031002,113.31133113311331,476.90305790500975
01051031100,58.22784810126582,474.27101200686104
01051031200,17.391304347826086,394.5986496624156
01051031300,9.922041105598867,471.021860701576
01053969801,0.0,482.05128205128204
01053969802,27.247956403269754,425.3984844525738
01053969900,11.534025374855824,444.05594405594405
01053970100,82.06106870229007,645.3825857519789
01053970200,0.0,358.26771653543307
01053970300,16.76829268292683,465.218991534781
01053970400,63.32138590203107,332.77626906204307
01053970500,0.0,441.2044374009509
01053970600,0.0,284.94962216624685
01053970700,43.83116883116883,436.7088607594937
01055000200,34.912718204488776,308.9025326170376
01055000300,48.21150855365474,218.10933940774487
01055000400,34.81012658227848,489.28696873902356
01055000500,31.746031746031743,348.3146067415731
01055000600,32.6530612244898,387.9781420765027
01055000700,88.96797153024912,343.8848920863309
01055000800,25.751072961373392,280.08998875140605
01055000900,69.02356902356902,203.6697247706422
01055001000,195.0207468879668,244.64487034949266
01055001100,28.930817610062892,593.7066173068024
01055001200,116.1764705882353,268.58185134518925
01055001300,15.015015015015015,350.49423393739704
01055001600,0.0,406.65873959571934
01055001700,165.10318949343338,216.24007060900266
01055010100,20.491803278688522,555.8455114822547
01055010201,37.03703703703704,540.8163265306123
01055010202,99.88109393579073,532.9804560260586
01055010300,0.0,563.2805995004163
01055010401,70.64220183486239,365.73511543134873
01055010402,28.838659392049884,650.1229599821149
01055010503,32.10463733650416,594.7674418604652
01055010504,64.36781609195403,586.3486842105264
01055010505,0.0,593.6689154125584
01055010506,0.0,574.4903293256665
01055010601,34.277198211624444,533.1284808911081
01055010602,19.625334522747547,437.74031351671107
01055010700,57.95314426633785,549.0131578947368
01055010800,103.04449648711945,499.7856836690956
01055010900,70.24793388429752,528.2916213275299
01055011001,42.83054003724395,565.1034844118418
01055011002,88.19018404907976,581.3443740867024
01055011100,135.8288770053476,553.5448686167575
01055011200,0.0,313.31828442437927
01057020000,42.62295081967213,684.2568161829375
01057020100,40.91653027823241,559.8384728340675
01057020200,43.956043956043956,511.482254697286
01057020300,35.046728971962615,472.81713344316313
01057020400,34.129692832764505,555.4359526372443
01059972900,57.14285714285714,515.6102175969726
01059973000,118.8222923238696,466.59969864389757
01059973100,0.0,536.0425737784228
01059973200,44.6343779677113,457.16034271725823
01059973300,30.0,522.3713646532439
01059973400,33.11258278145696,416.6241713411525
01059973500,0.0,536.2683438155136
01059973600,56.0,472.37569060773484
01059973701,0.0,712.0772946859903
01059973702,0.0,368.10551558752996
01059973703,0.0,560.5030591434398
01061050100,46.79802955665024,521.9901044529962
01061050200,20.316027088036115,451.9002375296912
01061050300,75.67567567567568,492.9790451501404
01061050400,34.354688950789225,610.9275170742454
01061050500,8.196721311475411,572.1676151060527
01061050600,39.0,558.4602125825912
01063060000,0.0,348.60557768924303
01063060101,0.0,356.37342908438063
01063060102,56.75675675675676,365.1176825588413
01063060200,11.644832605531295,293.38014042126383
01065040000,55.609756097560975,413.9520590043024
01065040100,47.10144927536232,532.5884543761639
01065040200,0.0,586.8761552680222
01065040300,0.0,327.42241925269155
01065040401,0.0,413.9970428782652
01065040402,0.0,331.720801658604
01065040500,20.172910662824208,366.84996072270224
01067030100,121.95121951219512,616.7330677290837
01067030200,37.03703703703704,381.77236455270895
01067030300,0.0,515.5159038013965
01067030400,13.774104683195592,525.279054497702
01067030500,89.06030855539971,603.3107299561229
01067030600,97.82608695652175,535.870243293824
01069040100,69.86027944111777,591.5151515151515
01069040203,10.670731707317074,696.0585127996749
01069040204,11.455525606469003,491.9177075679647
01069040205,50.75757575757576,554.3837882547559
01069040206,38.929440389294406,582.8651685393259
01069040301,77.24425887265134,409.78296080336895
01069040302,66.59729448491156,435.4788069073783
01069040400,24.096385542168676,541.7672621921778
01069040500,32.54067584480601,507.1262843884654
01069040600,68.75,168.47433116413592
01069040700,19.138755980861244,395.4321540528437
01069040801,40.798611111111114,577.132057642334
01069040802,15.42111506524318,501.43815915628
01069040900,41.13687359760658,555.9352927773981
01069041000,43.44391785150079,321.73498570066727
01069041100,46.27539503386004,365.23842432619216
01069041200,67.75700934579439,292.0305676855895
01069041400,62.41519674355495,334.9282296650718
01069041500,50.367261280167895,326.59251769464106
01069041600,29.45736434108527,475.9381898454746
01069041700,35.01945525291829,548.3870967741935
01069041800,77.08333333333334,504.29799426934096
01069041901,48.60088365243004,560.3960396039605
01069041902,51.330798479087456,500.62893081761007
01069042000,42.72727272727273,531.1804008908686
01069042100,72.51347378735913,514.9407114624506
01071950101,104.88245931283906,503.97655922980323
01071950102,38.04347826086957,618.1102362204724
01071950200,43.78283712784589,496.69335189697176
01071950301,15.841584158415841,660.9778597785978
01071950302,175.990675990676,473.06331104994103
01071950400,55.81395348837209,515.0519978106184
01071950500,38.03131991051454,506.0240963855421
01071950601,81.36482939632546,576.0636669727579
01071950602,28.112449799196785,532.0733104238259
01071950700,19.590382902938558,499.1961414790997
01071950800,35.749751737835155,375.59340966210556
01071950901,25.40834845735027,426.9870609981516
01071950902,55.96465390279823,585.7264714245096
01071951000,58.09128630705394,587.6923076923077
01071951101,70.2970297029703,540.005904930617
01071951102,159.18367346938774,579.9595141700404
01073000100,91.29511677282377,257.53768844221105
01073000300,62.6865671641791,184.75336322869956
01073000400,112.77173913043478,171.05263157894737
01073000500,143.35664335664336,173.07692307692307
01073000700,100.57471264367817,190.36144578313252
01073000800,188.17204301075267,210.17699115044246
01073001100,0.0,280.192131747484
01073001200,0.0,447.11538461538464
01073001400,0.0,122.06572769953051
01073001500,0.0,231.8840579710145
01073001600,68.27309236947791,229.74068071312803
01073001902,163.82252559726962,209.35412026726058
01073002000,56.8882796435915,239.97692529564466
01073002100,0.0,285.364659813999
01073002200,110.42944785276073,251.27942681678604
01073002303,171.30620985010705,248.6522911051213
01073002305,57.038834951456316,473.00771208226223
01073002306,52.570093457943926,435.62708102108763
01073002401,7.342143906020558,234.19540229885058
01073002402,32.640949554896146,273.4177215189874
01073002701,26.119402985074625,293.6936936936937
01073002702,74.4336569579288,163.68421052631578
01073002900,71.6612377850163,291.699604743083
01073003001,0.0,103.1770045385779
01073003002,36.19047619047619,353.88349514563106
01073003100,108.46560846560845,297.85831960461286
01073003200,36.269430051813465,216.11721611721612
01073003300,0.0,524.8009797917942
01073003400,90.72164948453607,176.66021921341073
01073003500,79.36507936507937,354.53648915187375
01073003600,32.911392405063296,346.1637156787272
01073003700,42.23968565815324,284.03499179879714
01073003802,45.95997034840623,364.27672955974845
01073003803,22.528160200250312,364.75707034082666
01073003900,73.26007326007327,255.73394495412845
01073004000,23.25581395348837,234.47676943117673
01073004200,0.0,196.75925925925927
01073004501,0.0,25.301897642323173
01073004502,25.89395807644883,185.80163043478262
01073004701,0.0,219.3713919178961
01073004702,29.449423815621,438.82783882783883
01073004800,0.0,586.1297539149888
01073004901,103.30578512396694,256.9593147751606
01073004902,33.41687552213868,187.62214983713355
01073005000,42.766151046405824,300.0
01073005101,16.44736842105263,94.7176684881603
01073005103,88.23529411764706,405.67253975075204
01073005104,88.83248730964468,296.4801444043321
01073005200,10.266940451745379,255.45454545454544
01073005302,87.17948717948717,498.5123966942149
01073005500,34.031413612565444,340.35656401944897
01073005600,50.0,366.6499246609744
01073005701,70.7395498392283,299.8522895125554
01073005702,54.22647527910686,406.4352243861135
01073005800,0.0,326.31237848347376
01073005903,35.49848942598187,373.1559854897219
01073005905,39.37007874015748,384.4241922120961
01073005907,19.723865877712033,566.7361835245047
01073005908,88.19714656290532,339.9103139013453
01073005909,9.433962264150942,373.5473159933592
01073005910,36.79852805887764,490.905057675244
01073010001,98.25145711906745,366.5349143610013
01073010002,78.52675469075747,534.2168674698795
01073010100,58.394160583941606,175.13134851138355
01073010200,0.0,234.4514325646401
01073010301,0.0,242.19780219780222
01073010302,139.86013986013987,236.98007689619013
01073010401,23.969319271332694,290.5428473881871
01073010402,40.280210157618214,260.30150753768845
01073010500,43.343653250774,235.7798165137615
01073010603,128.4153005464481,391.85905224787365
01073010604,62.34718826405868,158.36128413991375
01073010605,0.0,317.1296296296297
01073010701,61.09979633401222,463.2418069087688
01073010702,100.3440366972477,487.98328108672933
01073010703,60.836501901140686,681.3725490196078
01073010704,26.126714565643372,269.6461824953445
01073010705,79.60199004975124,653.5211267605634
01073010706,31.185031185031185,428.80978865406007
01073010801,132.6579835986493,647.2328576400974
01073010802,47.24409448818898,732.3298429319372
01073010803,16.272189349112427,518.7195806813928
01073010804,164.6234676007005,760.5995717344754
01073010806,41.79331306990881,671.8562874251497
01073010807,7.194244604316547,540.3087478559177
01073010900,43.14720812182741,294.48621553884715
01073011002,69.30693069306932,417.8082191780822
01073011003,64.453125,353.1746031746032
01073011004,127.10765239948118,606.0606060606061
01073011108,49.13557779799818,502.5825286323826
01073011109,35.50863723608445,664.0926640926641
01073011110,20.61248527679623,562.5942684766214
01073011112,75.99029911075182,333.10580204778154
01073011113,83.79888268156424,434.85276321097217
01073011114,12.483574244415243,673.9892929665867
01073011115,68.73977086743044,620.9021444417057
01073011116,61.57112526539278,752.0623281393217
01073011117,115.26479750778816,473.7991266375546
01073011205,34.562211981566826,532.0228281547242
01073011206,0.0,595.8708094848732
01073011207,84.76912474155755,387.33658036400925
01073011208,85.85055643879173,511.0094366599943
01073011209,90.42553191489363,355.7840616966581
01073011210,14.87778958554729,330.1109917651271
01073011301,0.0,569.743935309973
01073011303,28.67383512544803,665.7273687918281
01073011304,70.29177718832891,698.0790141355563
01073011401,100.0,467.67324816105304
01073011402,34.146341463414636,607.9826732673267
01073011500,54.16666666666667,655.1578055496717
01073011600,81.72043010752688,497.657295850067
01073011704,74.97243660418964,574.2774566473988
01073011706,22.52252252252252,636.1111111111111
01073011707,58.37173579109063,407.6598506978254
01073011708,15.429831006612785,620.220733149389
01073011709,40.42715484363082,541.5512465373962
01073011710,76.78883071553228,610.6647187728269
01073011803,77.43547044129892,345.4979536152797
01073011804,98.29059829059828,366.0406285933308
01073011805,5.980861244019139,412.7756160830091
01073011806,55.94405594405595,350.5866114561767
01073011901,88.70967741935485,355.0561797752809
01073011904,0.0,352.6946107784431
01073012001,6.289308176100629,428.9156626506024
01073012003,122.59615384615384,615.2277362338546
01073012004,7.022471910112359,436.68023518769786
01073012103,49.23413566739606,584.2906759283997
01073012104,76.43312101910827,358.2624272279445
01073012200,19.230769230769234,400.5722460658083
01073012302,46.41775983854692,519.9669512530984
01073012304,11.444921316165951,396.16306954436453
01073012306,0.0,477.533960292581
01073012307,0.0,520.0134544231416
01073012401,6.615214994487321,385.38812785388126
01073012402,0.0,334.1416100872939
01073012403,47.070124879923156,445.7236842105263
01073012500,99.87357774968395,474.38391699092085
01073012602,80.6697108066971,333.0717928599451
01073012701,88.57808857808858,524.9867091972355
01073012703,67.67794632438739,687.1120847024462
01073012704,8.146639511201629,552.3595505617977
01073012802,15.847860538827259,552.286102308737
01073012804,58.8235294117647,511.3192818110851
01073012805,0.0,265.72133168927246
01073012905,71.2719298245614,709.3156986774009
01073012907,127.42980561555076,468.3070339663011
01073012908,26.058631921824105,502.89017341040466
01073012910,13.707165109034268,371.8987341772152
01073012911,54.29417571569596,683.1255992329818
01073012913,29.725182277061133,377.890841813136
01073012914,13.675213675213675,359.91923271075217
01073012916,43.90779363336993,521.8658892128279
01073012917,0.0,527.2516428295323
01073012918,30.67484662576687,356.8939771030363
01073012919,74.64028776978417,162.67123287671234
01073012920,50.2092050209205,557.8978622327792
01073012921,124.1565452091768,565.6531907784831
01073013002,0.0,218.707015130674
01073013100,0.0,245.88235294117646
01073013200,19.55671447196871,391.9191919191919
01073013300,0.0,335.9969558599696
01073013400,50.0,445.36780547860883
01073013601,52.35602094240838,365.07936507936506
01073013801,35.874439461883405,282.0884699057288
01073013901,46.29629629629629,346.83954619124796
01073013902,75.66765578635015,472.4919093851133
01073014001,78.16711590296497,585.483870967742
01073014002,70.53469852104665,656.7754698318496
01073014104,15.151515151515152,417.26854891661196
01073014105,37.23887375113533,391.83573698362255
01073014106,25.435073627844712,633.7290502793296
01073014107,31.674208144796378,614.8997134670487
01073014205,109.13404507710557,615.4355746936071
01073014206,0.0,430.5466921931504
01073014207,32.388663967611336,589.1675025075226
01073014208,137.88300835654596,672.3871962977247
01073014209,74.9279538904899,668.5097419694575
01073014301,51.41388174807198,505.705157462346
01073014303,115.94202898550725,550.2314814814815
01073014304,18.92430278884462,267.364657814096
01073014404,79.50617283950618,547.4408254096702
01073014405,26.548672566371682,466.2030598052851
01073014406,50.78683834048641,735.2643305651205
01073014408,71.42857142857143,339.62264150943395
01073014409,35.842293906810035,610.9227871939736
01073014410,0.0,633.973179069156
01073014412,166.19452313503305,657.1026722925457
01073014414,32.41106719367589,663.8015237351045
01073014415,0.0,695.398773006135
01075030000,4.801920768307323,594.957522608934
01075030101,54.81481481481482,491.88372970932426
01075030102,98.79518072289156,463.1367292225201
01075030200,80.95238095238096,543.3687744823726
01077010100,18.82845188284519,78.22620827105132
01077010200,45.813586097946285,281.37310073157005
01077010300,313.6729222520107,136.0759493670886
01077010400,4.597701149425287,350.49437436072276
01077010600,61.452513966480446,374.94305239179954
01077010700,62.5,395.9143968871595
01077010800,49.70178926441352,397.26547664261295
01077010901,99.66024915062289,483.704420780897
01077010902,21.769662921348317,376.6271333526179
01077011000,16.725352112676056,429.7760210803689
01077011101,52.461139896373055,505.8975304091412
01077011102,0.0,482.5345247766044
01077011200,36.662452591656134,557.0330969267139
01077011300,2.4691358024691357,613.9642238892095
01077011401,21.172638436482085,578.4061696658098
01077011402,0.0,574.0358126721763
01077011502,44.2842430484037,585.1436580238262
01077011503,0.0,607.6892899176147
01077011504,24.489795918367346,488.3720930232558
01077011602,28.09917355371901,617.8538673188627
01077011603,69.87951807228916,655.3513513513514
01077011605,60.559006211180126,565.4008438818565
01077011606,73.90084190832553,685.4374810778081
01077011700,55.05341002465078,538.7189292543021
01077011801,200.0,535.5776587605203
01077011802,25.57200538358008,548.3964172204566
01079979100,42.75534441805225,498.0106100795756
01079979201,129.44983818770226,432.8358208955224
